,X,phyla_ID,uf_id,family,taxon,genus,species,id_confidence,accession_ID,previous_numbers,station_number,continent_ocean,country_archipelago,primary_subdivision,secondary_subdivision,locality,localityToUse,latitude,longitude,newLat,newLong,fixatives,preservatives,collector,collection_method,year_collected,month_collected,day_collected,yr_coll_precision,month_coll_precision,day_coll_precision,habitat,microhabitat,depth,depth2,units,type_description,specimen_notes,on_loan,class_,address,gpslat,gpslong,formattedAddress
63,294,2,932,Holothuriidae,Holothuria pittman sp. 2,Holothuria,sp. (Pittman sp. 2),,0,,ZZZ-086982,Pacific Ocean,USA,Hawaiian Islands,Maui Island,Malico Bay,Malico Bay,NA,NA,NA,NA,,75% ethanol,"Pittman, C.",,2000,10,8,0,0,0,,,NA,NA,,NA,,,Holothuroidea,"Malico+Bay,USA",20.9376504,-156.34048,"Maliko Bay, Haiku-Pauwela, HI, USA"
64,295,2,940,Holothuriidae,Holothuria verrucosa,Holothuria,verrucosa,,0,,ZZZ-086984,Pacific Ocean,USA,Hawaiian Islands,Maui Island,Napili Bay,Napili Bay,NA,NA,NA,NA,,75% ethanol,"Pittman, C.",,1998,11,13,0,0,0,tide pool,under rock,NA,NA,,NA,,,Holothuroidea,"Napili+Bay,USA",20.9964032,-156.6678836,"Napili Bay, Hawaii 96761, USA"
65,297,2,933,Holothuriidae,Holothuria hilla,Holothuria,hilla,,0,,ZZZ-086985,Pacific Ocean,USA,Hawaiian Islands,Hawaii Island,"Oahu, Kaneohe Bay","Oahu, Kaneohe Bay",NA,NA,NA,NA,,75% ethanol,"Pittman, C.",,2000,10,1,0,0,0,,on rubble,1,NA,meters,NA,,,Holothuroidea,"Oahu,Kaneohe+Bay,USA",21.4389123,-158.0000565,"O‘ahu, Hawaii, USA"
66,300,2,990,Holothuriidae,Holothuria cinerascens,Holothuria,cinerascens,,0,,ZZZ-086987,Pacific Ocean,USA,Hawaiian Islands,Hawaii Island,"Oahu, Ilikai","Oahu, Ilikai",NA,NA,NA,NA,,75% ethanol,"Takaoka, J.",,1999,9,1,0,0,0,,under rock,0,3,meters,NA,,,Holothuroidea,"Oahu,Ilikai,USA",21.427044,-157.7400522,"Ilikai Street, Kailua, HI 96734, USA"
67,305,2,1115,,Holothuroidea,Holothuroidea,,,0,,ZZZ-087230,Pacific Ocean,Nauru,Nauru,Nauru Island,Gabob Channel,,NA,NA,NA,NA,,75% ethanol,"Meyer, C. P.",,1999,10,26,0,0,0,,,12,NA,meters,NA,,,Holothuroidea,Nauru,-0.522778,166.931503,Nauru
68,306,2,1121,Synaptidae,Synaptula,Synaptula,,,0,,ZZZ-087234,Pacific Ocean,Palau,,,Mouth of Tourist Jellyfish Lake Bay,Jellyfish lake,NA,NA,NA,NA,,75% ethanol,"Starmer, J.",,NA,NA,NA,NA,NA,NA,forereef,on sponge,3,NA,meters,NA,,,Holothuroidea,"Jellyfish+lake,Palau",7.1613614,134.3765527,"Jellyfish Lake, Koror, Palau"
69,324,2,1276,Holothuriidae,Holothuria difficilis,Holothuria,difficilis,,0,,ZZZ-087854,Pacific Ocean,USA,Hawaiian Islands,Maui Island,Black Rock,Black Rock,NA,NA,NA,NA,,95% ethanol,"Pittman, C.",,2002,11,11,0,0,0,,"on bottom, night",5,NA,meters,NA,,,Holothuroidea,"Black+Rock,USA",36.108403,-91.0973473,"Black Rock, AR, USA"
70,337,2,1354,Stichopodidae,Stichopus,Stichopus,,,594,,BFIJI-370,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,Suva Point,Suva Point,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1988,11,1,0,0,0,on silty fringing sand flat,,NA,NA,,NA,,,Holothuroidea,"Suva+Point,Fiji",-18.1416,178.4419,"Suva, Fiji"
71,343,2,1342,Holothuriidae,Pearsonothuria graeffei,Pearsonothuria,graeffei,,594,,BTAR-015,Pacific Ocean,Kiribati,Gilbert Islands,Tarawa Atoll,Slope of Sand Shoal in Southeast Lagoon,,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1992,4,7,0,0,0,,,4,6,meters,NA,,,Holothuroidea,Kiribati,1.871115,-157.3606692,Kiribati
72,355,2,1362,Synaptidae,Opheodesoma,Opheodesoma,,,0,,HFIJI-003A,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,"Off East Suva, ""cowrie Patch""",Suva,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1985,6,30,0,0,0,,,0,20,meters,NA,,,Holothuroidea,"Suva,Fiji",-18.1416,178.4419,"Suva, Fiji"
73,356,2,1346,Stichopodidae,Stichopus herrmanni,Stichopus,herrmanni,cf.,0,,HFIJI-004,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,"E Viti Levu, off Islet",,NA,NA,NA,NA,,75% ethanol,Gustav Paulay,,1985,7,15,0,0,0,on patch reef,,0,1.5,meters,NA,,,Holothuroidea,Fiji,-17.713371,178.065032,Fiji
74,357,2,1332,Holothuriidae,Labidodemas rugosum,Labidodemas,rugosum,,594,,HFIJI-012,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,"Namotu Islet, 2-3 km Offshore SW Viti Levu, from Seashell Cove Resort",Namotu Island,NA,NA,NA,NA,10% formalin,75% ethanol,"Paulay, G.",,1982,9,24,0,0,0,,,0,10,meters,NA,,,Holothuroidea,"Namotu+Island,Fiji",-17.8441928,177.1834945,"Namotu Island, Fiji"
75,358,2,1344,Holothuriidae,Pearsonothuria graeffei,Pearsonothuria,graeffei,,594,,HFIJI-013,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,20 km E of Sigatoka,Sigatoka,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1982,9,11,0,0,0,on fringing reef,,1,NA,meters,NA,,,Holothuroidea,"Sigatoka,Fiji",-18.142944,177.504578,"Sigatoka, Fiji"
76,359,2,1363,Holothuriidae,Holothuria parva,Holothuria,parva,,594,,HFIJI-016,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,"SW Shore, Seashell Cove Resort",Seashell Cove Resort,NA,NA,NA,NA,10% formalin,75% ethanol,"Paulay, G.",,1982,9,25,0,0,0,,on sandy mudflat,NA,NA,,NA,,,Holothuroidea,"Seashell+Cove+Resort,Fiji",-17.9387009,177.3252272,NA
77,360,2,1335,Holothuriidae,Actinopyga,Actinopyga,,,594,,HFIJI-017,Pacific Ocean,Fiji,Fiji Islands,Viti Levu Island,"SW Coast, Sea Shell Cove Resort",Seashell Cove Resort,NA,NA,NA,NA,10% formalin,75% ethanol,"Paulay, G.",,1982,9,25,0,0,0,in seagrass bed,on mud flat,0,1,meters,NA,,,Holothuroidea,"Seashell+Cove+Resort,Fiji",-17.9387009,177.3252272,NA
78,361,2,1361,Holothuriidae,Holothuria edulis,Holothuria,edulis,aff.,0,,HMAK-005,Pacific Ocean,Cook Islands,Cook Islands,Mauke Island,off Kimiangatau,Kimiangatau,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1984,12,4,0,0,0,,on coral rubble,50,52,meters,NA,,,Holothuroidea,"Kimiangatau,Cook+Islands",-20.143998,-157.3555525,"Kimiangatau, Cook Islands"
79,362,2,1322,Synaptidae,Euapta godeffroyi,Euapta,godeffroyi,,0,,HMAK-009,Pacific Ocean,Cook Islands,Cook Islands,Mauke Island,off Taunganui Landing,,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1984,12,7,0,0,0,,,15,18,meters,NA,,,Holothuroidea,Cook+Islands,-21.236736,-159.777671,Cook Islands
80,363,2,1330,Holothuriidae,Actinopyga varians,Actinopyga,varians,,0,,HMAK-017,Pacific Ocean,Cook Islands,Cook Islands,Mauke Island,"West Side, on Reef",,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1984,12,18,0,0,0,,,NA,NA,,NA,,,Holothuroidea,Cook+Islands,-21.236736,-159.777671,Cook Islands
81,378,2,1345,Holothuriidae,Holothuria whitmaei,Holothuria,whitmaei,,592,,JAS-OEN-043c,Pacific Ocean,Pitcairn Islands,Pitcairn Islands,Oeno Atoll,NW side of Island,,NA,NA,NA,NA,,75% ethanol,"Starmer, J.",,1997,8,4,0,0,0,patch reef,on flat coral rock,NA,NA,,NA,,,Holothuroidea,Pitcairn+Islands,-24.3764907,-128.324368,Pitcairn Islands
82,384,2,1339,Holothuriidae,Actinopyga,Actinopyga,,,0,,ZZZ-087889,Pacific Ocean,Palau,Koror State,,"Malakal Island, near Koror Causeway",Malakal Island,NA,NA,NA,NA,,75% ethanol,"Paulay, G.",,1999,7,22,0,0,0,,,2,5,meters,NA,,,Holothuroidea,"Malakal+Island,Palau",7.3326726,134.4547555,"Malakal Island, Palau"
83,387,2,1326,Holothuriidae,Holothuria sp. 14,Holothuria,sp. 14,,0,,ZZZ-087906,Pacific Ocean,USA,Hawaiian Islands,Maui Island,Makena,Makena,NA,NA,NA,NA,,75% ethanol,"Severns, P. F.",,1998,9,21,0,0,0,,,18,NA,meters,NA,,,Holothuroidea,"Makena,USA",20.65884,-156.437698,"Makena, HI 96753, USA"
84,388,2,1366,Stichopodidae,Stichopus horrens,Stichopus,horrens,,0,,ZZZ-087907,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,Ilikai,Ilikai,NA,NA,NA,NA,,75% ethanol,"Takoaka, D.",,1999,9,1,0,0,0,,on rock,0.3,NA,meters,NA,,,Holothuroidea,"Ilikai,USA",37.2594597,-121.8954575,"Ilikai Avenue, San Jose, CA 95118, USA"
85,393,2,1407,Holothuriidae,Holothuria fuscorubra,Holothuria,fuscorubra,,0,,ZZZ-087983,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,Sandy Beach,Sandy Beach,NA,NA,NA,NA,,75% ethanol,"Takada, D.",,1999,8,31,0,0,0,,tidepool,NA,NA,,NA,,,Holothuroidea,"Sandy+Beach,USA",43.0563889,-78.9597222,"Sandy Beach, NY 14072, USA"
86,394,2,1414,Holothuriidae,Holothuria mexicana,Holothuria,mexicana,,0,,ZZZ-088568,Atlantic Ocean,British Virgin Islands,,,Tortola,Tortola,NA,NA,NA,NA,10% formalin,75% ethanol,"Lewand, L.",,1984,5,17,0,0,0,,,NA,NA,,NA,,,Holothuroidea,"Tortola,British+Virgin+Islands",18.4334704,-64.6332782,"Tortola, British Virgin Islands"
87,395,2,1423,Holothuriidae,Holothuria mexicana,Holothuria,mexicana,,0,,ZZZ-088586,Atlantic Ocean,USA,Virgin Islands,St. John,Reef Bay,Reef Bay,NA,NA,NA,NA,10% formalin,75% ethanol,"Beets, J.",,1984,5,8,0,0,0,,,NA,NA,,NA,,,Holothuroidea,"Reef+Bay,USA",18.329399,-64.7379146,"Reef Bay, St. John 00830, USVI"
