"","X1","Tissue","Repository","Voucher.Number","NumberSpecimens","Genus.highertaxon","species","X","X.1","X.2","modifier","Old_ID","seq.d.","Tissue.used.up.in.extraction.","Loc_label","Locality","Locality2","Notes","Tissue.1","lat","long","depth","depth2","date","collector","preservative","sample.number","Collection.method"
"1172","1173","MOLAF_1216","NMV","F173266 (1)","","Cucuvitrum","species",NA,"","","","","yes","","NAustr","Bonaparte Gulf","010BS006","","","","","","","2010","","","",""
"1173","1174","MOLAF_1217","NMV","F173267 (1)","","Thyone","pedata",NA,"","","","","yes","","NAustr","Bonaparte Gulf","010BS006","","","","","","","2010","","","",""
"1174","1175","MOLAF_1218","NMV","F173268 (1)","","Molpadia","scabrum",NA,"","","","","yes","","NAustr","Bonaparte Gulf","004BS001","","","","","","","2010","","","",""
"1175","1176","MOLAF_1219","NMV","F173269 (1)","","Molpadia","scabrum",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","038GR076","","","","","","","2010","","","",""
"1176","1177","MOLAF_1220","NMV","F173270 (1)","","Stichopus","hermanni",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","052BS032","","","","","","","2010","","","",""
"1177","1178","MOLAF_1221","NMV","F173271 (1)","","Stolus","papillatus",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","074GR144","","","","","","","2010","","","",""
"1178","1179","MOLAF_1222","NMV","F173273 (3)","","Colochirus","species",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","051BS031","","","","","","","2010","","","",""
"1179","1180","MOLAF_1223","NMV","F173273 (3)","","Colochirus","species",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","051BS031","","","","","","","2010","","","",""
"1180","1181","MOLAF_1224","NMV","F173273 (3)","","Colochirus","species",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","051BS031","","","","","","","2010","","","",""
"1181","1182","MOLAF_1225","NMV","F173274 (1)","","Phyllophorus","brocki",NA,"","","","","yes","","NAustr","Bonaparte Gulf","052BS032","","","","","","","2010","","","",""
"1182","1183","MOLAF_1226","NMV","F173275 (2)","","Thyone","species",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","020BS017","","","","","","","2010","","","",""
"1183","1184","MOLAF_1227","NMV","F173275 (2)","","Thyone","species",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","020BS017","","","","","","","2010","","","",""
"1184","1185","MOLAF_1228","NMV","F174886 (1)","","Stolus","buccalis",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","006BS003","","","","","","","2010","","","",""
"1185","1186","MOLAF_1229","NMV","F174887 (1)","","Staurothyone","distincta",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","052BS032","","","","","","","2010","","","",""
"1186","1187","MOLAF_1230","NMV","F174888 (2)","","Phyllophorus","cebuensis",NA,"","","","","extracted","","NAustr","Bonaparte Gulf","007BS004","","","","","","","2010","","","",""
"1187","1188","MOLAF_1231","NMV","F174888 (2)","","Phyllophorus","cebuensis",NA,"","","","","not_seq","","NAustr","Bonaparte Gulf","007BS004","","","","","","","2010","","","",""
"1188","1189","MOLAF_1232","NMV","F174889 (1)","","Phyllophoridae","species",NA,"","","","","yes","","NAustr","Bonaparte Gulf","013BS010","","","","","","","2010","","","",""
"1189","1190","MOLAF_1233","NMV","F174892 (1)","","Mensamaria","intercedens",NA,"","","","","yes","","NAustr","Bonaparte Gulf","052BS032","","","","","","","2010","","","",""
"1190","1191","MOLG_001","","MNA 2194","","Bathyplotes","gourdoni",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1191","1192","MOLG_002","","MNA 2194","","Bathyplotes","gourdoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1192","1193","MOLG_003","","MNA 2429","","Bathyplotes","bongraini",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1193","1194","MOLG_004","","MNA 2102","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1194","1195","MOLG_005","","MNA 2094","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1195","1196","MOLG_006","","MNA 2336","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1196","1197","MOLG_007","","MNA 2395","","Bathyplotes","moseleyi",NA,"","","cf","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1197","1198","MOLG_008","","MNA 2091","","Bathyplotes","moseleyi",NA,"","","cf","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1198","1199","MOLG_009","","MNA 2090","","Bathyplotes","moseleyi",NA,"","","cf","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1199","1200","MOLG_010","","MNA 2141","","Bathyplotes","moseleyi",NA,"","","cf","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1200","1201","MOLG_011","","MNA 2136","","Bathyplotes","moseleyi",NA,"","","cf","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1201","1202","MOLG_012","","MNA 2145","","Psolidium","tenue",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1202","1203","MOLG_013","","MNA 2145","","Psolidium","tenue",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1203","1204","MOLG_014","","MNA 2145","","Psolidium","tenue",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1204","1205","MOLG_015","","MNA 2144","","Psolidium","emilyae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1205","1206","MOLG_016","","MNA 2146","","Psolidium","pawsoni",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1206","1207","MOLG_017","","MNA 2146","","Psolidium","pawsoni",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1207","1208","MOLG_018","","MNA 2307","","Psolidium","pawsoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1208","1209","MOLG_019","","MNA 2307","","Psolidium","pawsoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1209","1210","MOLG_020","","MNA 2307","","Psolidium","pawsoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1210","1211","MOLG_021","","MNA 2308","","Psolidium","whittakeri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1211","1212","MOLG_022","","MNA 2308","","Psolidium","whittakeri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1212","1213","MOLG_023","","MNA 2308","","Psolidium","whittakeri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1213","1214","MOLG_024","","MNA 2308","","Psolidium","whittakeri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1214","1215","MOLG_025","","MNA 2419","","Psolus","punctatus",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1215","1216","MOLG_026","","MNA 2353","","Psolus","punctatus",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1216","1217","MOLG_027","","MNA 2186","","Psolus","dubiosus",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1217","1218","MOLG_028","","MNA 2185","","Psolus","dubiosus",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1218","1219","MOLG_029","","MNA 2425","","Psolus","dubiosus",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1219","1220","MOLG_030","","MNA 2152","","Psolus","dubiosus",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1220","1221","MOLG_031","","MNA 2162","","Psolus","arnaudi",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1221","1222","MOLG_032","","MNA 2180","","Psolus","arnaudi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1222","1223","MOLG_033","","MNA 2167","","Psolus","arnaudi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1223","1224","MOLG_034","","MNA 2172","","Psolus","arnaudi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1224","1225","MOLG_035","","MNA 2191","","Psolus","cherbonnieri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1225","1226","MOLG_036","","MNA 2189","","Psolus","cherbonnieri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1226","1227","MOLG_037","","MNA 2188","","Psolus","cherbonnieri",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1227","1228","MOLG_038","","MNA 2190","","Psolus","cherbonnieri",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1228","1229","MOLG_039","","MNA 2200","","Trachythyone","bouvetensis",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1229","1230","MOLG_040","","MNA 2318","","Trachythyone","bouvetensis",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1230","1231","MOLG_041","","MNA 2318","","Trachythyone","bouvetensis",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1231","1232","MOLG_042","","MNA 2193","","Trachythyone","bouvetensis",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1232","1233","MOLG_043","","MNA 2195","","Trachythyone","cynthiae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1233","1234","MOLG_044","","MNA 2199","","Trachythyone","cynthiae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1234","1235","MOLG_045","","MNA 2198","","Trachythyone","cynthiae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1235","1236","MOLG_046","","MNA 2196","","Trachythyone","cynthiae",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1236","1237","MOLG_047","","MNA 2397","","Trachythyone","mackenzieae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1237","1238","MOLG_048","","MNA 2197","","Trachythyone","mackenzieae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1238","1239","MOLG_049","","MNA 2197","","Trachythyone","mackenzieae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1239","1240","MOLG_050","","MNA 2197","","Trachythyone","mackenzieae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1240","1241","MOLG_051","","MNA 2385","","Staurocucumis","liouvillei",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1241","1242","MOLG_052","","MNA 2025","","Staurocucumis","turqueti",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1242","1243","MOLG_053","","MNA 2265","","Staurocucumis","turqueti",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1243","1244","MOLG_054","","MNA 2398","","Staurocucumis","turqueti",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1244","1245","MOLG_055","","MNA 2022","","Staurocucumis","turqueti",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1245","1246","MOLG_056","","MNA 2258","","Psolidiella","mollis",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1246","1247","MOLG_057","","MNA 2044","","Psolidiella","mollis",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1247","1248","MOLG_058","","MNA 2407","","Psolidiella","mollis",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1248","1249","MOLG_059","","MNA 2257","","Psolidiella","mollis",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1249","1250","MOLG_060","","MNA 2317","","Psolicrux","iuvenilesi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1250","1251","MOLG_061","","MNA 2289","","Psolicrux","iuvenilesi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1251","1252","MOLG_062","","MNA 2386","","Psolicrux","iuvenilesi",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1252","1253","MOLG_063","","MNA 2355","","Psolicrux","coatsi",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1253","1254","MOLG_064","","MNA 2405","","Psolicrux","coatsi",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1254","1255","MOLG_065","","MNA 2199","","Psolicrux","coatsi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1255","1256","MOLG_066","","MNA 2283","","Psolicrux","coatsi",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1256","1257","MOLG_067","","MNA 2202","","Paracucumis","turricata",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1257","1258","MOLG_068","","MNA 2202","","Paracucumis","turricata",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1258","1259","MOLG_069","","MNA 2201","","Paracucumis","turricata",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1259","1260","MOLG_070","","MNA 2201","","Paracucumis","turricata",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1260","1261","MOLG_071","","MNA 2356","","Peniagone","incerta",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1261","1262","MOLG_072","","MNA 2356","","Peniagone","incerta",NA,"","","","","poor COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1262","1263","MOLG_073","","MNA 2135","","Peniagone","vignoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1263","1264","MOLG_074","","MNA 2137","","Peniagone","vignoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1264","1265","MOLG_075","","MNA 2324","","Peniagone","vignoni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1265","1266","MOLG_076","","MNA 2140","","Peniagone","vignoni",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1266","1267","MOLG_077","","MNA 2099","","Pannychia","schiaparellii",NA,"","","","moseleyi","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1267","1268","MOLG_078","","MNA 2326","","Pannychia","schiaparellii",NA,"","","","moseleyi","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1268","1269","MOLG_079","","MNA 2323","","Pannychia","schiaparellii",NA,"","","","moseleyi","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1269","1270","MOLG_080","","MNA 2325","","Pannychia","schiaparellii",NA,"","","","moseleyi","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1270","1271","MOLG_081","","MNA 2297","","Echinopsolus","acanthocola",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1271","1272","MOLG_082","","MNA 2294","","Echinopsolus","acanthocola",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1272","1273","MOLG_083","","MNA 2295","","Echinopsolus","acanthocola",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1273","1274","MOLG_084","","MNA 2296","","Echinopsolus","acanthocola",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1274","1275","MOLG_085","","MNA 2088","","Cucumaria","acuta",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1275","1276","MOLG_086","","MNA 2074","","Cucumaria","acuta",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1276","1277","MOLG_087","","MNA 2089","","Cucumaria","acuta",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1277","1278","MOLG_088","","MNA 2303","","Cucumaria","acuta",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1278","1279","MOLG_089","","MNA 2083","","Cucumaria","georgiana_gp",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1279","1280","MOLG_090","","MNA 2404","","Cucumaria","georgiana_gp",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1280","1281","MOLG_091","","MNA 2073","","Cucumaria","georgiana_gp",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1281","1282","MOLG_092","","MNA 2078","","Cucumaria","georgiana_gp",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1282","1283","MOLG_093","","MNA 2075","","Cucumaria","georgiana_gp",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1283","1284","MOLG_094","","MNA 2086","","Cucumaria","georgiana_gp",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1284","1285","MOLG_095","","MNA 2423","","Cucumaria","georgiana_gp",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1285","1286","MOLG_096","","MNA 2391","","Cucumaria","georgiana_gp",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1286","1287","MOLG_097","","MNA 2274","","Crucella","scotiae",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1287","1288","MOLG_098","","MNA 2288","","Crucella","scotiae",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1288","1289","MOLG_099","","MNA 2111","","Heterocucumis","denticulata",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1289","1290","MOLG_100","","MNA 2281","","Crucella","scotiae",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1290","1291","MOLG_101","","MNA 2299","","Heterocucumis","denticulata",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1291","1292","MOLG_102","","MNA 2301","","Heterocucumis","denticulata",NA,"","","","","poor COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1292","1293","MOLG_103","","MNA 2106","","Heterocucumis","denticulata",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1293","1294","MOLG_104","","MNA 2021","","Heterocucumis","denticulata",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1294","1295","MOLG_105","","MNA 2276","","Crucella","scotiae",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1295","1296","MOLG_106","","MNA 2041","","Heterocucumis","steineni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1296","1297","MOLG_107","","MNA 2388","","Heterocucumis","steineni",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1297","1298","MOLG_108","","MNA 2049","","Heterocucumis","steineni",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1298","1299","MOLG_109","","MNA 2028","","Heterocucumis","steineni",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1299","1300","MOLG_110","","MNA 2268","","Psolus","charcoti",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1300","1301","MOLG_111","","MNA 2221","","Psolus","charcoti",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1301","1302","MOLG_112","","MNA 2239","","Psolus","charcoti",NA,"","","","","COI","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1302","1303","MOLG_113","","MNA 2237","","Psolus","charcoti",NA,"","","","","seq_failed","","Ross","Antarctic","Ross Sea","","","","","","","","","","",""
"1303","1304","MOLN_001","NIWA","36811","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","447-447","","","","","",""
"1304","1305","MOLN_002","NIWA","36224","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","520-522","","","","","",""
"1305","1306","MOLN_003","NIWA","36560","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","369-365","","","","","",""
"1306","1307","MOLN_004","NIWA","37008","","Bathyplotes","bongraini",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","760-753","","","","","",""
"1307","1308","MOLN_005","NIWA","35689","","Bathyplotes","gourdoni",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","285-285","","","","","",""
"1308","1309","MOLN_006","NIWA","35762","","Bathyplotes","gourdoni",NA,"","","","","poor COI","","Ross","IPY-Antarctica","","","","","","283-283","","","","","",""
"1309","1310","MOLN_007","NIWA","38924","","Bathyplotes","sp2 cf moseleyi",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","675-800","","","","","",""
"1310","1311","MOLN_008","NIWA","39274","","Bathyplotes","sp2 cf moseleyi",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","696-780","","","","","",""
"1311","1312","MOLN_009","NIWA","37756","","Bathyplotes","sp2 cf moseleyi",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","1990-1954","","","","","",""
"1312","1313","MOLN_010","NIWA","38859","","Bathyplotes","sp2 cf moseleyi",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","658-628","","","","","",""
"1313","1314","MOLN_011","NIWA","38008","","Bathyplotes","spnov.1",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","3203-3210","","","","","",""
"1314","1315","MOLN_012","NIWA","36895","","Bathyplotes","spnov.1",NA,"","","","","not_seq","","Ross","IPY-Antarctica","","","","","","451-447","","","","","",""
"1315","1316","MOLN_013","NIWA","38938","","Bathyplotes","sp",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","675-800","","","","","",""
"1316","1317","MOLN_014","NIWA","36111","","Molpadiodemas","crinitus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","525-530","","","","","",""
"1317","1318","MOLN_015","NIWA","36303","","Molpadiodemas","crinitus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","480-474","","","","","",""
"1318","1319","MOLN_016","NIWA","36266","","Molpadiodemas","crinitus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","520-522","","","","","",""
"1319","1320","MOLN_017","NIWA","36803","","Molpadiodemas","crinitus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","447-447","","","","","",""
"1320","1321","MOLN_018","NIWA","37739","","Pseudostichopus","spiculiferus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","1990-1954","","","","","",""
"1321","1322","MOLN_019","NIWA","36983","","Pseudostichopus","spiculiferus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","760-753","","","","","",""
"1322","1323","MOLN_020","NIWA","37029","","Pseudostichopus","spiculiferus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","760-753","","","","","",""
"1323","1324","MOLN_021","NIWA","37404","","Pseudostichopus","spiculiferus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","1620-1620","","","","","",""
"1324","1325","MOLN_022","NIWA","38221","","Pseudostichopus","peripatus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","855-879","","","","","",""
"1325","1326","MOLN_023","NIWA","30626","","Pseudostichopus","mollis",NA,"","","","","COI","","Chatham","Chatham Rise, NZ","","","","","","804-821","","","","","",""
"1326","1327","MOLN_024","NIWA","30646","","Pseudostichopus","mollis",NA,"","","","","COI","","Chatham","Chatham Rise, NZ","","","","","","996-1009","","","","","",""
"1327","1328","MOLN_025","NIWA","30645","","Pseudostichopus","mollis",NA,"","","","","COI","","Chatham","Chatham Rise, NZ","","","","","","996-1009","","","","","",""
"1328","1329","MOLN_026","NIWA","30719","","Bathyplotes","sp1 cf moseleyi",NA,"","","","","not_seq","","Challenger","Challenger Plateau,NZ","","","","","","634-635","","","","","",""
"1329","1330","MOLN_027","NIWA","30702","","Bathyplotes","sp1 cf moseleyi",NA,"","","","","COI","","Challenger","Challenger Plateau,NZ","","","","","","482-484","","","","","",""
"1330","1331","MOLN_028","NIWA","30727","","Bathyplotes","sp1 cf moseleyi",NA,"","","","","not_seq","","Challenger","Challenger Plateau,NZ","","","","","","554-557","","","","","",""
"1331","1332","MOLN_029","NIWA","30732","","Bathyplotes","sulcatus",NA,"","","","","not_seq","","Challenger","Challenger Plateau,NZ","","","","","","1730-1772","","","","","",""
"1332","1333","MOLN_030","NIWA","30689","","Bathyplotes","sulcatus",NA,"","","","","not_seq","","Challenger","Challenger Plateau,NZ","","","","","","974-974","","","","","",""
"1333","1334","MOLN_031","NIWA","30692","","Bathyplotes","sulcatus",NA,"","","","","COI","","Challenger","Challenger Plateau,NZ","","","","","","1012-1014","","","","","",""
"1334","1335","MOLN_032","NIWA","45733","","Gephyrothuria","alcocki",NA,"","","","","not_seq","","Challenger","Challenger Plateau,NZ","","","","","","1713-1773","","","","","",""
"1335","1336","MOLN_033","NIWA","30696","","Pseudostichopus","peripatus",NA,"","","","","COI","","Challenger","Challenger Plateau,NZ","","","","","","1216-1222","","","","","",""
"1336","1337","MOLN_034","NIWA","30700","","Pseudostichopus","peripatus",NA,"","","","","COI","","Challenger","Challenger Plateau,NZ","","","","","","1713-1773","","","","","",""
"1337","1338","MOLN_035","NIWA","30701","","Pseudostichopus","peripatus",NA,"","","","","COI","","Challenger","Challenger Plateau,NZ","","","","","","1713-1773","","","","","",""
"1338","1339","MOLN_036","NIWA","30686","","Bathyplotes","sp1 cf moseleyi",NA,"","","","","COI","","Challenger","Challenger Plateau,NZ","","","","","","479-482","","","","","",""
"1339","1340","MOLN_037","NIWA","30629","","Psolus","antarcticus",NA,"","","","","COI","","Chatham","Chatham Rise, NZ","","","","","","1074-1081","","","","","",""
"1340","1341","MOLN_038","NIWA","30627","","Psolus","antarcticus",NA,"","","","","not_seq","","Chatham","Chatham Rise, NZ","","","","","","1110-1119","","","","","",""
"1341","1342","MOLN_039","NIWA","30630","","Psolus","antarcticus",NA,"","","","","not_seq","","Chatham","Chatham Rise, NZ","","","","","","1074-1081","","","","","",""
"1342","1343","MOLN_040","NIWA","39083","","Psolus","antarcticus",NA,"","","","","not_seq","","Ross","IPY-Antarctica","","","","","","547-605","","","","","",""
"1343","1344","MOLN_041","NIWA","38595","","Psolus","antarcticus",NA,"","","","","COI","","Ross","IPY-Antarctica","","","","","","150-137","","","","","",""
